year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2016,First-line supervisors of non-retail sales workers,Sales and Office,Sales and Related,1074798,748785,326013,30.33249038423964,65016,67434.0,58166.0,86.25619123884094
2016,Cashiers,Sales and Office,Sales and Related,1019364,293166,726198,71.24030277702568,21000,22413.0,20482.0,91.38446437335476
2016,Counter and rental clerks,Sales and Office,Sales and Related,52412,30604,21808,41.608791879722204,31285,35907.0,25780.0,71.79658562397304
2016,Parts salespersons,Sales and Office,Sales and Related,92199,83465,8734,9.472987776440092,35832,36526.0,30509.0,83.52680282538466
2016,Retail salespersons,Sales and Office,Sales and Related,1716984,1047929,669055,38.96687447291296,32480,40116.0,26781.0,66.7588991923422
2016,Advertising sales agents,Sales and Office,Sales and Related,148263,72790,75473,50.90481104523717,61018,66149.0,56104.0,84.81458525450121
2016,Insurance sales agents,Sales and Office,Sales and Related,442385,232516,209869,47.44035172982809,51364,62412.0,42316.0,67.80106389796833
2016,"Securities, commodities, and financial services sales agents",Sales and Office,Sales and Related,199539,142840,56699,28.414996567087137,91885,115432.0,58726.0,50.87497401067294
2016,Travel agents,Sales and Office,Sales and Related,49901,11210,38691,77.5355203302539,41744,46173.0,40707.0,88.16191280618544
2016,"Sales representatives, services, all other",Sales and Office,Sales and Related,534512,368392,166120,31.07881581704433,66475,71706.0,56236.0,78.4257942152679
2016,"Sales representatives, wholesale and manufacturing",Sales and Office,Sales and Related,1182664,878257,304407,25.739094112951776,65716,70464.0,54077.0,76.74415304268847
2016,Real estate brokers and sales agents,Sales and Office,Sales and Related,576380,278623,297757,51.65984246504043,57486,69512.0,50662.0,72.88238002071584
2016,Telemarketers,Sales and Office,Sales and Related,41866,16569,25297,60.42373286198824,25732,27152.0,25125.0,92.53461991750147
2016,"Door-to-door sales workers, news and street vendors, and related workers",Sales and Office,Sales and Related,49513,25691,23822,48.11261688849393,30475,35417.0,25753.0,72.71366857723692
2016,"Sales and related workers, all other",Sales and Office,Sales and Related,178931,101250,77681,43.41394168701902,54472,61262.0,48884.0,79.79497894290098
2016,First-line supervisors of office and administrative support workers,Sales and Office,Office and Administrative Support,1187429,479925,707504,59.582846637567386,50070,56346.0,45996.0,81.63134916409328
2016,Bill and account collectors,Sales and Office,Office and Administrative Support,123438,35970,87468,70.85986487143343,35448,38514.0,34145.0,88.65607311626941
2016,Billing and posting clerks,Sales and Office,Office and Administrative Support,396298,45845,350453,88.43168524696063,35026,39843.0,34424.0,86.39911653238963
2016,"Bookkeeping, accounting, and auditing clerks",Sales and Office,Office and Administrative Support,829531,105920,723611,87.23133915429321,39329,42013.0,38665.0,92.0310380120439
2016,Payroll and timekeeping clerks,Sales and Office,Office and Administrative Support,131052,16608,114444,87.32716784177273,41313,49112.0,40922.0,83.32383124287344
2016,Procurement clerks,Sales and Office,Office and Administrative Support,29591,13472,16119,54.47264370923591,56309,60750.0,51406.0,84.61893004115227
2016,Tellers,Sales and Office,Office and Administrative Support,211343,28579,182764,86.47743242028362,26405,26674.0,26361.0,98.82657269250956
2016,"Financial clerks, all other",Sales and Office,Office and Administrative Support,102650,47844,54806,53.391134924500726,55627,80037.0,45021.0,56.25023426665168
2016,"Court, municipal, and license clerks",Sales and Office,Office and Administrative Support,62021,12876,49145,79.23928991793102,38317,45566.0,37355.0,81.9799850765922
2016,"Credit authorizers, checkers, and clerks",Sales and Office,Office and Administrative Support,30897,8454,22443,72.63812020584523,41698,51812.0,40120.0,77.43379911989501
2016,Customer service representatives,Sales and Office,Office and Administrative Support,1782634,624476,1158158,64.96891678269347,33442,36744.0,32095.0,87.34759416503375
2016,"Eligibility interviewers, government programs",Sales and Office,Office and Administrative Support,73673,14480,59193,80.34558114913197,41945,49343.0,41024.0,83.14046571955495
2016,File clerks,Sales and Office,Office and Administrative Support,137412,30743,106669,77.6271359124385,34159,36584.0,33224.0,90.81565711786574
2016,"Hotel, motel, and resort desk clerks",Sales and Office,Office and Administrative Support,85672,28143,57529,67.15029414511159,22230,24328.0,21575.0,88.68382111147649
2016,"Interviewers, except eligibility and loan",Sales and Office,Office and Administrative Support,85914,14408,71506,83.22974136927625,31905,40750.0,31371.0,76.9840490797546
2016,Loan interviewers and clerks,Sales and Office,Office and Administrative Support,111389,21075,90314,81.07981937175126,41419,45018.0,41065.0,91.2190679283842
2016,Order clerks,Sales and Office,Office and Administrative Support,97111,46722,50389,51.88804563849615,32234,35154.0,31110.0,88.4963304318143
2016,"Human resources assistants, except payroll and timekeeping",Sales and Office,Office and Administrative Support,41036,6446,34590,84.2918413100692,39336,42269.0,38544.0,91.1873950176252
2016,Receptionists and information clerks,Sales and Office,Office and Administrative Support,654662,62554,592108,90.4448402381687,28555,29582.0,28444.0,96.15306605368129
2016,Reservation and transportation ticket agents and travel clerks,Sales and Office,Office and Administrative Support,95666,40719,54947,57.436288754625465,38473,41701.0,36670.0,87.93554111412196
2016,"Information and record clerks, all other",Sales and Office,Office and Administrative Support,78023,18649,59374,76.09807364495084,37235,41564.0,36385.0,87.53969781541718
2016,Couriers and messengers,Sales and Office,Office and Administrative Support,141348,118900,22448,15.881370801143277,37585,39751.0,31910.0,80.27471007018691
2016,Dispatchers,Sales and Office,Office and Administrative Support,246262,114123,132139,53.65789281334513,38780,41998.0,35987.0,85.68741368636601
2016,Postal service clerks,Sales and Office,Office and Administrative Support,97883,48811,49072,50.13332243596948,55378,56060.0,53272.0,95.02675704602213
2016,Postal service mail carriers,Sales and Office,Office and Administrative Support,281178,179493,101685,36.163924631372296,56755,58358.0,53337.0,91.39620960279652
2016,"Postal service mail sorters, processors, and processing machine operators",Sales and Office,Office and Administrative Support,50704,25280,25424,50.14200063111392,54397,56107.0,51252.0,91.34689076229348
2016,"Production, planning, and expediting clerks",Sales and Office,Office and Administrative Support,283387,121074,162313,57.276092410731614,48582,61813.0,40678.0,65.80816333133806
2016,"Shipping, receiving, and traffic clerks",Sales and Office,Office and Administrative Support,475270,338248,137022,28.830349064742144,31175,31887.0,28869.0,90.53532787656412
2016,Stock clerks and order fillers,Sales and Office,Office and Administrative Support,905020,602176,302844,33.46268590749376,27212,27445.0,26749.0,97.46401894698488
2016,"Weighers, measurers, checkers, and samplers, recordkeeping",Sales and Office,Office and Administrative Support,58258,30597,27661,47.48017439664939,35545,37906.0,31956.0,84.30327652614362
2016,Secretaries and administrative assistants,Sales and Office,Office and Administrative Support,2226591,118739,2107852,94.66722896122369,37122,42411.0,36929.0,87.07410813232416
2016,Computer operators,Sales and Office,Office and Administrative Support,75141,41335,33806,44.99008530629084,42199,51176.0,38041.0,74.33367203376584
2016,Data entry keyers,Sales and Office,Office and Administrative Support,218791,51255,167536,76.57353364626516,32441,35201.0,32168.0,91.38376750660493
2016,Word processors and typists,Sales and Office,Office and Administrative Support,198318,31601,166717,84.06549077743826,34645,38353.0,33909.0,88.41290120720674
2016,Insurance claims and policy processing clerks,Sales and Office,Office and Administrative Support,325075,63360,261715,80.50911328155041,37301,40881.0,36812.0,90.04672097062205
2016,"Mail clerks and mail machine operators, except postal service",Sales and Office,Office and Administrative Support,53499,27874,25625,47.89809155311314,29624,31777.0,26983.0,84.91361676684394
2016,"Office clerks, general",Sales and Office,Office and Administrative Support,841347,145063,696284,82.758243625995,34654,39885.0,33492.0,83.97141782625047
2016,"Office machine operators, except computer",Sales and Office,Office and Administrative Support,26251,9726,16525,62.949982857795895,30788,37057.0,28449.0,76.77092047386459
2016,Statistical assistants,Sales and Office,Office and Administrative Support,15243,6858,8385,55.00885652430624,50405,52172.0,47920.0,91.85003450126504
2016,"Office and administrative support workers, all other",Sales and Office,Office and Administrative Support,449803,111506,338297,75.21003639371014,41080,46448.0,40209.0,86.56777471581123
2016,"First-line supervisors of farming, fishing, and forestry workers","Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",50964,44390,6574,12.899301467702692,41273,42138.0,31416.0,74.5550334614837
2016,Agricultural inspectors,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",12725,7187,5538,43.52062868369352,49889,47000.0,52455.0,111.6063829787234
2016,"Graders and sorters, agricultural products","Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",32820,11478,21342,65.02742230347349,21235,22957.0,20791.0,90.5649692904125
2016,Miscellaneous agricultural workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",470635,398935,71700,15.23473604810522,25442,26404.0,20399.0,77.25723375246176
2016,First-line supervisors of construction trades and extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,670638,649980,20658,3.080350352947492,59536,60145.0,45174.0,75.10848782109902
2016,Carpenters,"Natural Resources, Construction, and Maintenance",Construction and Extraction,863456,846846,16610,1.9236649001222992,36344,36414.0,31637.0,86.88141923436041
2016,Construction laborers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,1180144,1150257,29887,2.532487560840033,32162,32214.0,30378.0,94.3006146395977
2016,"Operating engineers and other construction equipment operators, including pile-driver operators","Natural Resources, Construction, and Maintenance",Construction and Extraction,269313,262747,6566,2.438055348237924,46503,46485.0,50129.0,107.83908787781004
2016,Electricians,"Natural Resources, Construction, and Maintenance",Construction and Extraction,647922,635090,12832,1.9804853053299625,51278,51289.0,50082.0,97.64666887636724
2016,"Painters, construction and maintenance","Natural Resources, Construction, and Maintenance",Construction and Extraction,359202,342580,16622,4.6274798024509884,30778,30840.0,28608.0,92.76264591439688
2016,"Pipelayers, plumbers, pipefitters, and steamfitters","Natural Resources, Construction, and Maintenance",Construction and Extraction,478329,470850,7479,1.5635681716977226,47032,47046.0,45525.0,96.7669940058666
2016,Construction and building inspectors,"Natural Resources, Construction, and Maintenance",Construction and Extraction,74917,66256,8661,11.560793945299466,56109,57669.0,50025.0,86.74504499817927
